,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,type,Fraud,acid_balance_ratio,sulfur_preservation_index,ph_volatile_interaction,low_sulfur_indicator,acidity_sugar_balance
363,12.5,0.46,0.63,2.0,0.071,6.0,15.0,0.9988,2.99,0.87,10.2,Legit,False,0,0.0368,1.5491933384829668,1.3754000000000002,1,11.796700377083813
364,12.8,0.615,0.66,5.8,0.083,7.0,42.0,1.0022,3.07,0.73,10.0,Legit,False,0,0.048046874999999996,1.0801234497346432,1.8880499999999998,1,6.998195918159424
365,10.0,0.42,0.5,3.4,0.107,7.0,21.0,0.9979,3.26,0.93,11.8,Legit,False,0,0.041999999999999996,1.5275252316519468,1.3691999999999998,1,7.032915809977249
366,12.8,0.615,0.66,5.8,0.083,7.0,42.0,1.0022,3.07,0.73,10.0,Legit,False,0,0.048046874999999996,1.0801234497346432,1.8880499999999998,1,6.998195918159424
367,10.4,0.575,0.61,2.6,0.076,11.0,24.0,1.0,3.16,0.69,9.0,Legit,False,0,0.05528846153846153,2.2453655975512468,1.817,1,8.567967845397236
368,10.3,0.34,0.52,2.8,0.159,15.0,75.0,0.9998,3.18,0.64,9.4,Legit,False,0,0.03300970873786408,1.7320508075688772,1.0812000000000002,1,7.970031084726661
369,9.4,0.27,0.53,2.4,0.074,6.0,18.0,0.9962,3.2,1.13,12.0,Legit,False,0,0.02872340425531915,1.4142135623730951,0.8640000000000001,1,7.901776543415653
370,6.9,0.765,0.02,2.3,0.063,35.0,63.0,0.9975,3.57,0.78,9.9,Legit,False,0,0.1108695652173913,4.409585518440984,2.7310499999999998,0,6.420014868978044
371,7.9,0.24,0.4,1.6,0.0559999999999999,11.0,25.0,0.9967,3.32,0.87,8.7,Legit,False,0,0.030379746835443037,2.2,0.7968,1,8.518997906682605
372,9.1,0.28,0.48,1.8,0.067,26.0,46.0,0.9967,3.32,1.04,10.6,Legit,False,0,0.030769230769230774,3.8334908600273256,0.9296000000000001,1,9.110162302183564
373,7.4,0.55,0.22,2.2,0.106,12.0,72.0,0.9959,3.05,0.63,9.2,Legit,False,0,0.07432432432432433,1.4142135623730951,1.6775,1,6.834883261034869
374,14.0,0.41,0.63,3.8,0.089,6.0,47.0,1.0014,3.01,0.81,10.8,Legit,False,0,0.029285714285714283,0.8751899489873673,1.2340999999999998,1,9.186442541756392
375,11.5,0.54,0.71,4.4,0.124,6.0,15.0,0.9984,3.01,0.83,11.8,Legit,False,0,0.04695652173913044,1.5491933384829668,1.6254,1,7.13947312082378
376,11.5,0.45,0.5,3.0,0.078,19.0,47.0,1.0003,3.26,1.11,11.0,Legit,False,0,0.0391304347826087,2.7714348384599967,1.4669999999999999,1,8.620102869311555
377,9.4,0.27,0.53,2.4,0.074,6.0,18.0,0.9962,3.2,1.13,12.0,Legit,False,0,0.02872340425531915,1.4142135623730951,0.8640000000000001,1,7.901776543415653
378,11.4,0.625,0.66,6.2,0.088,6.0,24.0,0.9988,3.11,0.99,13.3,Legit,False,0,0.05482456140350877,1.2247448713915892,1.9437499999999999,1,6.0914419628619285
379,8.3,0.42,0.38,2.5,0.094,24.0,60.0,0.9979,3.31,0.7,10.8,Legit,False,0,0.05060240963855421,3.0983866769659336,1.3901999999999999,1,6.960614433289933
380,8.3,0.26,0.42,2.0,0.08,11.0,27.0,0.9974,3.21,0.8,9.4,Legit,False,0,0.03132530120481927,2.116950987028628,0.8346,1,7.791647779925728
381,13.7,0.415,0.68,2.9,0.085,17.0,43.0,1.0014,3.06,0.8,10.0,Legit,False,0,0.030291970802919708,2.5924756956542794,1.2699,1,10.371229370175383
382,8.3,0.26,0.42,2.0,0.08,11.0,27.0,0.9974,3.21,0.8,9.4,Legit,False,0,0.03132530120481927,2.116950987028628,0.8346,1,7.791647779925728
383,8.3,0.26,0.42,2.0,0.08,11.0,27.0,0.9974,3.21,0.8,9.4,Legit,False,0,0.03132530120481927,2.116950987028628,0.8346,1,7.791647779925728
384,7.7,0.51,0.28,2.1,0.087,23.0,54.0,0.998,3.42,0.74,9.2,Legit,False,0,0.06623376623376623,3.12990356022295,1.7442,1,7.256482833658366
385,7.4,0.63,0.07,2.4,0.09,11.0,37.0,0.9979,3.43,0.76,9.7,Legit,False,0,0.08513513513513513,1.8083888603589302,2.1609000000000003,1,6.5616613902407135
386,7.8,0.54,0.26,2.0,0.088,23.0,48.0,0.9981,3.41,0.74,9.2,Legit,False,0,0.06923076923076923,3.3197640478403483,1.8414000000000001,1,7.591395150067823
387,8.3,0.66,0.15,1.9,0.079,17.0,42.0,0.9972,3.31,0.54,9.6,Legit,False,0,0.07951807228915662,2.6231569493555624,2.1846,1,8.415431242207639
388,7.8,0.46,0.26,1.9,0.088,23.0,53.0,0.9981,3.43,0.74,9.2,Legit,False,0,0.05897435897435898,3.159292970819848,1.5778,1,7.757975676410166
389,9.6,0.38,0.31,2.5,0.096,16.0,49.0,0.9982,3.19,0.7,10.0,Legit,False,0,0.03958333333333334,2.2857142857142856,1.2122,1,7.966391289476323
390,5.6,0.85,0.05,1.4,0.045,12.0,88.0,0.9924,3.56,0.82,12.9,Legit,False,0,0.1517857142857143,1.2792042981336627,3.026,1,7.367481812651693
391,13.7,0.415,0.68,2.9,0.085,17.0,43.0,1.0014,3.06,0.8,10.0,Legit,False,0,0.030291970802919708,2.5924756956542794,1.2699,1,10.371229370175383
392,9.5,0.37,0.52,2.0,0.0819999999999999,6.0,26.0,0.998,3.18,0.51,9.5,Legit,False,0,0.03894736842105263,1.1766968108291043,1.1766,1,8.984061166806883
393,8.4,0.665,0.61,2.0,0.1119999999999999,13.0,95.0,0.997,3.16,0.54,9.1,Legit,False,0,0.07916666666666666,1.3337718577107005,2.1014000000000004,1,8.251318589372282
394,12.7,0.6,0.65,2.3,0.063,6.0,25.0,0.9997,3.03,0.57,9.9,Legit,False,0,0.047244094488188976,1.2,1.8179999999999998,1,11.139751827450487
395,12.0,0.37,0.76,4.2,0.066,7.0,38.0,1.0004,3.22,0.6,13.0,Legit,False,0,0.030833333333333334,1.135549947915338,1.1914,1,7.503069348630517
396,6.6,0.735,0.02,7.9,0.122,68.0,124.0,0.9994,3.47,0.53,9.9,Legit,False,0,0.11136363636363637,6.106580268910347,2.55045,0,3.355365026453032
397,11.5,0.59,0.59,2.6,0.087,13.0,49.0,0.9988,3.18,0.65,11.0,Legit,False,0,0.051304347826086956,1.8571428571428572,1.8762,1,9.438426537663107
398,11.5,0.59,0.59,2.6,0.087,13.0,49.0,0.9988,3.18,0.65,11.0,Legit,False,0,0.051304347826086956,1.8571428571428572,1.8762,1,9.438426537663107
399,8.7,0.765,0.22,2.3,0.064,9.0,42.0,0.9963,3.1,0.55,9.4,Legit,False,0,0.08793103448275863,1.3887301496588271,2.3715,1,7.927650454648035
400,6.6,0.735,0.02,7.9,0.122,68.0,124.0,0.9994,3.47,0.53,9.9,Legit,False,0,0.11136363636363637,6.106580268910347,2.55045,0,3.355365026453032
401,7.7,0.26,0.3,1.7,0.059,20.0,38.0,0.9949,3.29,0.47,10.8,Legit,False,0,0.033766233766233764,3.244428422615251,0.8554,1,8.014080836599309
402,12.2,0.48,0.54,2.6,0.085,19.0,64.0,1.0,3.1,0.61,10.5,Legit,False,0,0.03934426229508197,2.375,1.488,1,9.899027998144598
403,11.4,0.6,0.49,2.7,0.085,10.0,41.0,0.9994,3.15,0.63,10.5,Legit,False,0,0.05263157894736842,1.5617376188860608,1.89,1,9.171978123432348
404,7.7,0.69,0.05,2.7,0.075,15.0,27.0,0.9974,3.26,0.61,9.1,Legit,False,0,0.0896103896103896,2.8867513459481287,2.2493999999999996,1,6.412741371299783
405,8.7,0.31,0.46,1.4,0.059,11.0,25.0,0.9966,3.36,0.76,10.1,Legit,False,0,0.035632183908045977,2.2,1.0415999999999999,1,10.29162963286694
406,9.8,0.44,0.47,2.5,0.063,9.0,28.0,0.9981,3.24,0.65,10.8,Legit,False,0,0.044897959183673466,1.7008401285415224,1.4256000000000002,1,8.173932545514784
407,12.0,0.39,0.66,3.0,0.093,12.0,30.0,0.9996,3.18,0.63,10.8,Legit,False,0,0.0325,2.1908902300206643,1.2402000000000002,1,8.93749577830713
408,10.4,0.34,0.58,3.7,0.174,6.0,16.0,0.997,3.19,0.7,11.3,Legit,False,0,0.032692307692307694,1.5,1.0846,1,6.939945843551612
409,12.5,0.46,0.49,4.5,0.07,26.0,49.0,0.9981,3.05,0.57,9.6,Fraud,False,1,0.0368,3.7142857142857144,1.403,1,7.60229623309496
410,9.0,0.43,0.34,2.5,0.08,26.0,86.0,0.9987,3.38,0.62,9.5,Legit,False,0,0.04777777777777778,2.803652103289399,1.4534,1,7.527361709394961
411,9.1,0.45,0.35,2.4,0.08,23.0,78.0,0.9987,3.38,0.62,9.5,Legit,False,0,0.049450549450549455,2.60423717853257,1.521,1,7.803719337085779
412,7.1,0.735,0.16,1.9,0.1,15.0,77.0,0.9966,3.27,0.64,9.3,Legit,False,0,0.10352112676056338,1.709408646894569,2.40345,1,7.358806225747416
413,9.9,0.4,0.53,6.7,0.0969999999999999,6.0,19.0,0.9986,3.27,0.82,11.7,Legit,False,0,0.04040404040404041,1.3764944032233704,1.308,1,5.046001087866035
414,8.8,0.52,0.34,2.7,0.087,24.0,122.0,0.9982,3.26,0.61,9.5,Legit,False,0,0.05909090909090909,2.172857905020445,1.6952,1,7.123569675865791
415,8.6,0.725,0.24,6.6,0.1169999999999999,31.0,134.0,1.0014,3.32,1.07,9.3,Legit,False,0,0.08430232558139535,2.6779921193022163,2.407,0,4.597790133166796
416,10.6,0.48,0.64,2.2,0.111,6.0,20.0,0.997,3.26,0.66,11.7,Legit,False,0,0.045283018867924525,1.3416407864998738,1.5647999999999997,1,9.525849878272496
417,7.0,0.58,0.12,1.9,0.091,34.0,124.0,0.9956,3.44,0.48,10.5,Legit,False,0,0.08285714285714285,3.0532901344551737,1.9951999999999999,0,7.119304555349765
418,11.9,0.38,0.51,2.0,0.121,7.0,20.0,0.9996,3.24,0.76,10.4,Legit,False,0,0.031932773109243695,1.5652475842498528,1.2312,1,11.177737702977563
419,6.8,0.77,0.0,1.8,0.066,34.0,52.0,0.9976,3.62,0.68,9.9,Legit,False,0,0.11323529411764706,4.714951667914447,2.7874000000000003,0,7.352231196964775
420,9.5,0.56,0.33,2.4,0.089,35.0,67.0,0.9972,3.28,0.73,11.8,Legit,False,0,0.05894736842105264,4.275930552470682,1.8368,0,8.220462463987744
421,6.6,0.84,0.03,2.3,0.059,32.0,48.0,0.9952,3.52,0.56,12.3,Legit,False,0,0.1272727272727273,4.618802153517007,2.9568,0,6.231560420769295
422,7.7,0.96,0.2,2.0,0.047,15.0,60.0,0.9955,3.36,0.44,10.9,Legit,False,0,0.12467532467532466,1.9364916731037083,3.2255999999999996,1,7.882671702588412
423,10.5,0.24,0.47,2.1,0.066,6.0,24.0,0.9978,3.15,0.9,11.0,Legit,False,0,0.022857142857142857,1.2247448713915892,0.756,1,9.492646240376473
424,7.7,0.96,0.2,2.0,0.047,15.0,60.0,0.9955,3.36,0.44,10.9,Legit,False,0,0.12467532467532466,1.9364916731037083,3.2255999999999996,1,7.882671702588412
425,6.6,0.84,0.03,2.3,0.059,32.0,48.0,0.9952,3.52,0.56,12.3,Legit,False,0,0.1272727272727273,4.618802153517007,2.9568,0,6.231560420769295
426,6.4,0.67,0.08,2.1,0.045,19.0,48.0,0.9949,3.49,0.49,11.4,Legit,False,0,0.1046875,2.7424137786507226,2.3383000000000003,1,6.248883512054159
427,9.5,0.78,0.22,1.9,0.077,6.0,32.0,0.9988,3.26,0.56,10.6,Legit,False,0,0.08210526315789474,1.0606601717798212,2.5427999999999997,1,9.655204594854299
428,9.1,0.52,0.33,1.3,0.07,9.0,30.0,0.9978,3.24,0.6,9.3,Legit,False,0,0.05714285714285715,1.6431676725154982,1.6848,1,11.549879494775976
429,12.8,0.84,0.63,2.4,0.088,13.0,35.0,0.9997,3.1,0.6,10.4,Legit,False,0,0.06562499999999999,2.197401062294143,2.604,1,11.145835786162307
430,10.5,0.24,0.47,2.1,0.066,6.0,24.0,0.9978,3.15,0.9,11.0,Legit,False,0,0.022857142857142857,1.2247448713915892,0.756,1,9.492646240376473
431,7.8,0.55,0.35,2.2,0.074,21.0,66.0,0.9974,3.25,0.56,9.2,Legit,False,0,0.07051282051282053,2.584921310565987,1.7875,1,7.178776758445427
432,11.9,0.37,0.69,2.3,0.078,12.0,24.0,0.9958,3.0,0.65,12.8,Legit,False,0,0.031092436974789913,2.4494897427831783,1.1099999999999999,1,10.277049242317103
433,12.3,0.39,0.63,2.3,0.091,6.0,18.0,1.0004,3.16,0.49,9.5,Legit,False,0,0.03170731707317073,1.4142135623730951,1.2324000000000002,1,10.628830878973437
434,10.4,0.41,0.55,3.2,0.076,22.0,54.0,0.9996,3.15,0.89,9.9,Legit,False,0,0.03942307692307692,2.9938207967349952,1.2914999999999999,1,7.5326573518870825
435,12.3,0.39,0.63,2.3,0.091,6.0,18.0,1.0004,3.16,0.49,9.5,Legit,False,0,0.03170731707317073,1.4142135623730951,1.2324000000000002,1,10.628830878973437
436,8.0,0.67,0.3,2.0,0.06,38.0,62.0,0.9958,3.26,0.56,10.2,Legit,False,0,0.08375,4.826004826007239,2.1842,0,7.8917740948546795
437,11.1,0.45,0.73,3.2,0.066,6.0,22.0,0.9986,3.17,0.66,11.2,Legit,False,0,0.04054054054054054,1.2792042981336627,1.4265,1,8.048306421303959
438,10.4,0.41,0.55,3.2,0.076,22.0,54.0,0.9996,3.15,0.89,9.9,Legit,False,0,0.03942307692307692,2.9938207967349952,1.2914999999999999,1,7.5326573518870825
439,7.0,0.62,0.18,1.5,0.062,7.0,50.0,0.9951,3.08,0.6,9.3,Legit,False,0,0.08857142857142856,0.9899494936611665,1.9096,1,8.31613780968216
440,12.6,0.31,0.72,2.2,0.072,6.0,29.0,0.9987,2.88,0.82,9.8,Legit,False,0,0.024603174603174603,1.1141720290623112,0.8927999999999999,1,11.099162628925805
441,11.9,0.4,0.65,2.15,0.068,7.0,27.0,0.9988,3.06,0.68,11.3,Legit,False,0,0.03361344537815126,1.3471506281091268,1.2240000000000002,1,10.719865527201842
442,15.6,0.685,0.76,3.7,0.1,6.0,43.0,1.0032,2.95,0.68,11.2,Legit,False,0,0.043910256410256414,0.914991421995628,2.0207500000000005,1,10.522999819575233
443,10.0,0.44,0.49,2.7,0.077,11.0,19.0,0.9963,3.23,0.63,11.6,Legit,False,0,0.044,2.523573072576179,1.4212,1,7.9796209673861425
444,5.3,0.57,0.01,1.7,0.054,5.0,27.0,0.9934,3.57,0.84,12.5,Legit,False,0,0.10754716981132074,0.9622504486493763,2.0349,1,5.909881219954516
445,9.5,0.735,0.1,2.1,0.079,6.0,31.0,0.9986,3.23,0.56,10.1,Legit,False,0,0.07736842105263157,1.0776318121606494,2.37405,1,9.04629741808689
446,12.5,0.38,0.6,2.6,0.081,31.0,72.0,0.9996,3.1,0.73,10.5,Legit,False,0,0.0304,3.653385036130496,1.1780000000000002,0,10.05516408644341
447,9.3,0.48,0.29,2.1,0.127,6.0,16.0,0.9968,3.22,0.72,11.2,Legit,False,0,0.051612903225806445,1.5,1.5456,1,8.644141548499247
448,8.6,0.53,0.22,2.0,0.1,7.0,27.0,0.9967,3.2,0.56,10.2,Legit,False,0,0.06162790697674419,1.3471506281091268,1.6960000000000002,1,8.310484139103023
449,11.9,0.39,0.69,2.8,0.095,17.0,35.0,0.9994,3.1,0.61,10.8,Legit,False,0,0.03277310924369748,2.8735244660769563,1.209,1,9.205985153316792
450,11.9,0.39,0.69,2.8,0.095,17.0,35.0,0.9994,3.1,0.61,10.8,Legit,False,0,0.03277310924369748,2.8735244660769563,1.209,1,9.205985153316792
451,8.4,0.37,0.53,1.8,0.413,9.0,26.0,0.9979,3.06,1.06,9.1,Legit,False,0,0.044047619047619044,1.7650452162436565,1.1322,1,8.517710382745188
452,6.8,0.56,0.03,1.7,0.084,18.0,35.0,0.9968,3.44,0.63,10.0,Legit,False,0,0.0823529411764706,3.04255531702266,1.9264000000000001,1,7.410004391629512
453,10.4,0.33,0.63,2.8,0.084,5.0,22.0,0.9998,3.26,0.74,11.2,Legit,False,0,0.03173076923076923,1.0660035817780522,1.0758,1,8.037446761195213
454,7.0,0.23,0.4,1.6,0.063,21.0,67.0,0.9952,3.5,0.63,11.1,Legit,False,0,0.032857142857142856,2.5655583314824097,0.805,1,7.566628361832338
455,11.3,0.62,0.67,5.2,0.086,6.0,19.0,0.9988,3.22,0.69,13.4,Legit,False,0,0.05486725663716814,1.3764944032233704,1.9964000000000002,1,6.533120289997904
456,8.9,0.59,0.39,2.3,0.095,5.0,22.0,0.9986,3.37,0.58,10.3,Legit,False,0,0.06629213483146067,1.0660035817780522,1.9883,1,7.9485898377823405
457,9.2,0.63,0.21,2.7,0.0969999999999999,29.0,65.0,0.9988,3.28,0.58,9.6,Legit,False,0,0.06847826086956522,3.5970073030870453,2.0664,1,7.513378746111665
458,10.4,0.33,0.63,2.8,0.084,5.0,22.0,0.9998,3.26,0.74,11.2,Legit,False,0,0.03173076923076923,1.0660035817780522,1.0758,1,8.037446761195213
459,11.6,0.58,0.66,2.2,0.074,10.0,47.0,1.0008,3.25,0.57,9.0,Fraud,False,1,0.049999999999999996,1.4586499149789456,1.8849999999999998,1,10.471556996151534
460,9.2,0.43,0.52,2.3,0.083,14.0,23.0,0.9976,3.35,0.61,11.3,Legit,False,0,0.04673913043478261,2.919201796799047,1.4405000000000001,1,8.06585038333445
461,8.3,0.615,0.22,2.6,0.087,6.0,19.0,0.9982,3.26,0.61,9.3,Legit,False,0,0.07409638554216867,1.3764944032233704,2.0048999999999997,1,6.959766135919487
462,11.0,0.26,0.68,2.55,0.085,10.0,25.0,0.997,3.18,0.61,11.8,Legit,False,0,0.023636363636363636,2.0,0.8268000000000001,1,8.887502505238887
463,8.1,0.66,0.7,2.2,0.098,25.0,129.0,0.9972,3.08,0.53,9.0,Legit,False,0,0.08148148148148149,2.2011272658140597,2.0328,1,7.531267593291251
464,11.5,0.315,0.54,2.1,0.084,5.0,15.0,0.9987,2.98,0.7,9.2,Legit,False,0,0.027391304347826086,1.2909944487358056,0.9387,1,10.44279472346816
465,10.0,0.29,0.4,2.9,0.098,10.0,26.0,1.0006,3.48,0.91,9.7,Legit,False,0,0.028999999999999998,1.9611613513818404,1.0091999999999999,1,7.5607474473329574
466,10.3,0.5,0.42,2.0,0.069,21.0,51.0,0.9982,3.16,0.72,11.5,Legit,False,0,0.04854368932038835,2.9405881764588204,1.58,1,9.830583647569844
467,8.8,0.46,0.45,2.6,0.065,7.0,18.0,0.9947,3.32,0.79,14.0,Legit,False,0,0.05227272727272727,1.649915822768611,1.5272,1,7.229100888234937
468,11.4,0.36,0.69,2.1,0.09,6.0,21.0,1.0,3.17,0.62,9.2,Legit,False,0,0.031578947368421054,1.3093073414159544,1.1412,1,10.394182475496027
469,8.7,0.82,0.02,1.2,0.07,36.0,48.0,0.9952,3.2,0.58,9.8,Legit,False,0,0.09425287356321839,5.196152422706632,2.624,0,12.074210323309968
470,13.0,0.32,0.65,2.6,0.093,15.0,47.0,0.9996,3.05,0.61,10.6,Legit,False,0,0.024615384615384615,2.1879748724684185,0.976,1,10.398663480700792
471,9.6,0.54,0.42,2.4,0.081,25.0,52.0,0.997,3.2,0.71,11.4,Legit,False,0,0.05625000000000001,3.466876226407682,1.7280000000000002,1,8.285833934874326
472,12.5,0.37,0.55,2.6,0.083,25.0,68.0,0.9995,3.15,0.82,10.4,Legit,False,0,0.0296,3.031695312954162,1.1655,1,10.047357282028468
473,9.9,0.35,0.55,2.1,0.062,5.0,14.0,0.9971,3.26,0.79,10.6,Legit,False,0,0.03535353535353535,1.3363062095621219,1.1409999999999998,1,9.059555303897472
474,10.5,0.28,0.51,1.7,0.08,10.0,24.0,0.9982,3.2,0.89,9.4,Legit,False,0,0.02666666666666667,2.041241452319315,0.8960000000000001,1,10.853240127957356
475,9.6,0.68,0.24,2.2,0.087,5.0,28.0,0.9988,3.14,0.6,10.2,Legit,False,0,0.07083333333333335,0.944911182523068,2.1352,1,8.838062883451377
476,9.3,0.27,0.41,2.0,0.091,6.0,16.0,0.998,3.28,0.7,9.7,Legit,False,0,0.02903225806451613,1.5,0.8856,1,8.710989398818834
477,10.4,0.24,0.49,1.8,0.075,6.0,20.0,0.9977,3.18,1.06,11.0,Legit,False,0,0.023076923076923075,1.3416407864998738,0.7632,1,10.333915447253
478,9.6,0.68,0.24,2.2,0.087,5.0,28.0,0.9988,3.14,0.6,10.2,Legit,False,0,0.07083333333333335,0.944911182523068,2.1352,1,8.838062883451377
479,9.4,0.685,0.11,2.7,0.077,6.0,31.0,0.9984,3.19,0.7,10.1,Legit,False,0,0.07287234042553192,1.0776318121606494,2.18515,1,7.7082832812346025
480,10.6,0.28,0.39,15.5,0.069,6.0,23.0,1.0026,3.12,0.66,9.2,Legit,False,0,0.026415094339622646,1.2510864843424487,0.8736000000000002,1,3.8810564899549895
481,9.4,0.3,0.56,2.8,0.08,6.0,17.0,0.9964,3.15,0.92,11.7,Legit,False,0,0.031914893617021274,1.4552137502179978,0.945,1,7.265911797166223
482,10.6,0.36,0.59,2.2,0.152,6.0,18.0,0.9986,3.04,1.05,9.4,Legit,False,0,0.033962264150943396,1.4142135623730951,1.0944,1,9.422681829049328
483,10.6,0.36,0.6,2.2,0.152,7.0,18.0,0.9986,3.04,1.06,9.4,Legit,False,0,0.033962264150943396,1.649915822768611,1.0944,1,9.422681829049328
484,10.6,0.44,0.68,4.1,0.114,6.0,24.0,0.997,3.06,0.66,13.4,Legit,False,0,0.041509433962264156,1.2247448713915892,1.3464,1,6.776163329343416
485,10.2,0.67,0.39,1.9,0.054,6.0,17.0,0.9976,3.17,0.47,10.0,Legit,False,0,0.06568627450980392,1.4552137502179978,2.1239,1,10.209345714597882
486,10.2,0.67,0.39,1.9,0.054,6.0,17.0,0.9976,3.17,0.47,10.0,Legit,False,0,0.06568627450980392,1.4552137502179978,2.1239,1,10.209345714597882
487,10.2,0.645,0.36,1.8,0.053,5.0,14.0,0.9982,3.17,0.42,10.0,Legit,False,0,0.06323529411764707,1.3363062095621219,2.04465,1,10.533018141490485
488,11.6,0.32,0.55,2.8,0.081,35.0,67.0,1.0002,3.32,0.92,10.8,Legit,False,0,0.027586206896551727,4.275930552470682,1.0624,0,8.928831816723852
489,9.3,0.39,0.4,2.6,0.073,10.0,26.0,0.9984,3.34,0.75,10.2,Legit,False,0,0.04193548387096774,1.9611613513818404,1.3026,1,7.564793478077379
490,9.3,0.775,0.27,2.8,0.078,24.0,56.0,0.9984,3.31,0.67,10.6,Legit,False,0,0.08333333333333333,3.2071349029490928,2.5652500000000003,1,7.546810449118525
491,9.2,0.41,0.5,2.5,0.055,12.0,25.0,0.9952,3.34,0.79,13.3,Legit,False,0,0.04456521739130435,2.4,1.3694,1,7.671044117421588
492,8.9,0.4,0.51,2.6,0.052,13.0,27.0,0.995,3.32,0.9,13.4,Legit,False,0,0.0449438202247191,2.5018511664883785,1.328,1,7.260328105894698
493,8.7,0.69,0.31,3.0,0.086,23.0,81.0,1.0002,3.48,0.74,11.6,Legit,False,0,0.07931034482758621,2.5555555555555554,2.4012,1,6.7734532169736825
494,6.5,0.39,0.23,8.3,0.051,28.0,91.0,0.9952,3.44,0.55,12.1,Legit,False,0,0.060000000000000005,2.9351975428213715,1.3416000000000001,1,3.089666147226714
495,10.7,0.35,0.53,2.6,0.07,5.0,16.0,0.9972,3.15,0.65,11.0,Legit,False,0,0.03271028037383177,1.25,1.1024999999999998,1,8.626518878509291
496,7.8,0.52,0.25,1.9,0.081,14.0,38.0,0.9984,3.43,0.65,9.0,Legit,False,0,0.06666666666666667,2.271099895830676,1.7836,1,7.814329010621378
497,7.2,0.34,0.32,2.5,0.09,43.0,113.0,0.9966,3.32,0.79,11.1,Legit,False,0,0.04722222222222222,4.045099734049468,1.1288,0,6.018696425115378
498,10.7,0.35,0.53,2.6,0.07,5.0,16.0,0.9972,3.15,0.65,11.0,Legit,False,0,0.03271028037383177,1.25,1.1024999999999998,1,8.626518878509291
499,8.7,0.69,0.31,3.0,0.086,23.0,81.0,1.0002,3.48,0.74,11.6,Legit,False,0,0.07931034482758621,2.5555555555555554,2.4012,1,6.7734532169736825
500,7.8,0.52,0.25,1.9,0.081,14.0,38.0,0.9984,3.43,0.65,9.0,Legit,False,0,0.06666666666666667,2.271099895830676,1.7836,1,7.814329010621378
501,10.4,0.44,0.73,6.55,0.074,38.0,76.0,0.999,3.17,0.85,12.0,Legit,False,0,0.0423076923076923,4.358898943540673,1.3948,0,5.362228520863556
502,10.4,0.44,0.73,6.55,0.074,38.0,76.0,0.999,3.17,0.85,12.0,Legit,False,0,0.0423076923076923,4.358898943540673,1.3948,0,5.362228520863556
503,10.5,0.26,0.47,1.9,0.078,6.0,24.0,0.9976,3.18,1.04,10.9,Legit,False,0,0.024761904761904763,1.2247448713915892,0.8268000000000001,1,10.106031268543994
504,10.5,0.24,0.42,1.8,0.077,6.0,22.0,0.9976,3.21,1.05,10.8,Legit,False,0,0.022857142857142857,1.2792042981336627,0.7704,1,10.4310387127347
505,10.2,0.49,0.63,2.9,0.072,10.0,26.0,0.9968,3.16,0.78,12.5,Legit,False,0,0.04803921568627451,1.9611613513818404,1.5484,1,7.8546540536432765
506,10.4,0.24,0.46,1.8,0.075,6.0,21.0,0.9976,3.25,1.02,10.8,Legit,False,0,0.023076923076923075,1.3093073414159544,0.78,1,10.333915447253
507,11.2,0.67,0.55,2.3,0.084,6.0,13.0,1.0,3.17,0.71,9.5,Legit,False,0,0.05982142857142858,1.6641005886756874,2.1239,1,9.942019112168216
508,10.0,0.59,0.31,2.2,0.09,26.0,62.0,0.9994,3.18,0.63,10.2,Legit,False,0,0.059,3.302003302004953,1.8762,1,9.10458034394456
509,13.3,0.29,0.75,2.8,0.084,23.0,43.0,0.9986,3.04,0.68,11.4,Legit,False,0,0.021804511278195486,3.5074671176499073,0.8815999999999999,1,10.17976714675144
510,12.4,0.42,0.49,4.6,0.073,19.0,43.0,0.9978,3.02,0.61,9.5,Legit,False,0,0.03387096774193548,2.897472836319489,1.2684,1,7.441518785428984
511,10.0,0.59,0.31,2.2,0.09,26.0,62.0,0.9994,3.18,0.63,10.2,Legit,False,0,0.059,3.302003302004953,1.8762,1,9.10458034394456
512,10.7,0.4,0.48,2.1,0.125,15.0,49.0,0.998,3.03,0.81,9.7,Legit,False,0,0.03738317757009346,2.142857142857143,1.212,1,9.810835499830434
513,10.5,0.51,0.64,2.4,0.107,6.0,15.0,0.9973,3.09,0.66,11.8,Legit,False,0,0.04857142857142857,1.5491933384829668,1.5758999999999999,1,8.99674868076591
514,10.5,0.51,0.64,2.4,0.107,6.0,15.0,0.9973,3.09,0.66,11.8,Legit,False,0,0.04857142857142857,1.5491933384829668,1.5758999999999999,1,8.99674868076591
515,8.5,0.655,0.49,6.1,0.122,34.0,151.0,1.001,3.31,1.14,9.3,Legit,False,0,0.07705882352941176,2.7668807598219423,2.16805,0,4.67069249635798
516,12.5,0.6,0.49,4.3,0.1,5.0,14.0,1.001,3.25,0.74,11.9,Legit,False,0,0.048,1.3363062095621219,1.95,1,7.855097693739873
517,10.4,0.61,0.49,2.1,0.2,5.0,16.0,0.9994,3.16,0.63,8.4,Fraud,False,1,0.058653846153846154,1.25,1.9276,1,9.731288184966944
518,10.9,0.21,0.49,2.8,0.088,11.0,32.0,0.9972,3.22,0.68,11.7,Legit,False,0,0.019266055045871557,1.9445436482630056,0.6762,1,8.32209072850688
